Body,Sentiment
pretty useless. Not sure why anyone would use it.,negative
"While it once was passably functional the app no longer updates account info in real time, and if you try loading it the thing just shows a loading indicator which never goes away. What's the point of having an app to pay your bill, monitor your services use, etc. when the question of whether or not it'll deign to actually do what it's designed to has an unpredictable answer?",negative
garbage bloatware,negative
the app is never current,negative
beats calling AT&T and speaking to someone I can't understand,negative
110 ping!!!! not cool!! bet Huawei can do a much better job than you guys!!!,negative
worst service help ever I mean that worthless customer support I am locked out of my account and they cannot help me forget them do not get AT&T,negative
Can't check account. Just keeps spinning. WILL NOTet me see current bills. EVER no matter what device. BUT YOU CAN OPEN AFTER YOU PAY FOR CHARGES YOU NEVER DESERVED.,negative
Your company sucks ass. Your customers should sue you for scamming them.,negative
this app never works when you need technical support. att don't offer this if you can't do it and keep kicking me out of the app. If i can rate you a zero i would.,negative
it wont let me sign into my gmail account or my at&t account,negative
"Doesn't work, error message rescom0111 with try again later for last 3 days",negative
constantly saying wrong password & sign in,negative
This app and AT&T is straight trash. Nothing works . I can log in but I can't view any of my information. GARBAGE!!!!!!,negative
wont let me in,negative
looking for att cloud,positive
"the ""send code"" page is broken and makes it so i cannot log into my account. it shows 2 ""send code"" buttons (one blue and one grey) and neither function.",negative
